screen_name,fullname,text,timestamp,following,followers,num_tweets,location,num_likes,id,date_joined,num_days_joined,days_on_twitter,IO_meta_clf,isIO_meta_prob,is_IO,is_IO_prob
Pee78092209,rich,การหยามกันคงไม่งามนักหรอก แต่มันก็เป็นวิธีกระตุกความคิด ของพวกยกตนเป็นคนดี เห็นแต่ตัวเองดี คนอื่นเลวหมด คงใช้วิธีอื่นไม่ได้ นอกจากหยามให้อาย พวกเกรียนเอย  #รัฐบาลเตรียมพร้อม,2020-02-18 21:38:50,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9517569022373186
Pee78092209,rich,"ท่านทำงานให้ประเทศ แล้วคุณๆละ่  
#รัฐบาลเตรียมพร้อม",2020-02-18 14:14:29,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9498048486467581
Pee78092209,rich,นี่ยังไงกำลัง #ปฏิรูปกองทัพ ต้องคุมสื่อออนไลน์ โซเชียลฯ เพราะเป็นช่องว่างให้คนอย่างหมึงใช้เป็นเครื่องมือ #รัฐบาลเตรียมพร้อม,2020-02-18 14:10:35,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9515343061419343
Pee78092209,rich,"ขอชื่นชม จนท.สาธารณสุข และคณะผู้บริการกรมการแพทย์ โรงพยาบาลราชวิถี ที่ให้การรักษาผู้ป่วยให้หายจาก #COVID19 โดยแพทย์อนุญาตให้กลับบ้านได้ ขอยินดีด้วยครับ
#รัฐบาลเตรียมพร้อม",2020-02-18 13:12:54,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9516628265145142
Pee78092209,rich,ทำประโยชน์ให้ประเทศ อยู่ไปเลยครับท่าน #รัฐบาลเตรียมพร้อม,2020-02-18 05:28:33,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9505496245816372
Pee78092209,rich,#อย่าตื่นตระหนก ความหวังอะไร คนไทยต้องการ #เดินหน้าประเทศไทย คิดไปเองหรือป่าว  #รัฐบาลเตรียมพร้อม,2020-02-18 21:55:48,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9516981859037276
Pee78092209,rich,การหยามกันคงไม่งามนักหรอก แต่มันก็เป็นวิธีกระตุกความคิด ของพวกยกตนเป็นคนดี เห็นแต่ตัวเองดี คนอื่นเลวหมด คงใช้วิธีอื่นไม่ได้ นอกจากหยามให้อาย พวกเกรียนเอย  #รัฐบาลเตรียมพร้อม,2020-02-18 21:38:50,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9517569022373186
Pee78092209,rich,"ท่านทำงานให้ประเทศ แล้วคุณๆละ่  
#รัฐบาลเตรียมพร้อม",2020-02-18 14:14:29,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9498048486467581
Pee78092209,rich,นี่ยังไงกำลัง #ปฏิรูปกองทัพ ต้องคุมสื่อออนไลน์ โซเชียลฯ เพราะเป็นช่องว่างให้คนอย่างหมึงใช้เป็นเครื่องมือ #รัฐบาลเตรียมพร้อม,2020-02-18 14:10:35,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9515343061419343
Pee78092209,rich,"ขอชื่นชม จนท.สาธารณสุข และคณะผู้บริการกรมการแพทย์ โรงพยาบาลราชวิถี ที่ให้การรักษาผู้ป่วยให้หายจาก #COVID19 โดยแพทย์อนุญาตให้กลับบ้านได้ ขอยินดีด้วยครับ
#รัฐบาลเตรียมพร้อม",2020-02-18 13:12:54,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9516628265145142
Pee78092209,rich,ทำประโยชน์ให้ประเทศ อยู่ไปเลยครับท่าน #รัฐบาลเตรียมพร้อม,2020-02-18 05:28:33,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9505496245816372
Pee78092209,rich,"ให้ หน.พรรคส้ม จัดการ จวกให้เละ 
#รัฐบาลเตรียมพร้อม",2020-02-18 04:53:23,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9532383815960804
Pee78092209,rich,"เอาข่าวมั่ว มาโจมตี 
#รัฐบาลเตรียมพร้อม https://twitter.com/SSynicall/status/1229225648775823361 …",2020-02-18 04:51:21,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9749385717685993
Kookik74803475,ส้มเองค่ะ,มีแต่คนโจมตี เราก็ไม่อยากอ่านหรอก #รัฐบาลเตรียมพร้อม,2020-02-18 04:43:23,107,12,1318,-1,0,1214376883946573824,2020-01-06 18:43:00,51 days 05:17:00.000000000,51,1,0.8841855,1,0.8985566797910195
Pee78092209,rich,"ขอขอบคุณ จนท.ทุกท่าน ปฎิบัติภารกิจอย่างเต็มที่ ขอชื่นชม
#รัฐบาลเตรียมพร้อม https://twitter.com/ThaiPBS/status/1229560609580212224 …",2020-02-18 03:38:56,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9680985590401878
Pee78092209,rich,ความสำเร็จนำมาซึ่งความสามัคคีของ จนท.ทุกท่าน เยี่ยมยอดครับ #รัฐบาลเตรียมพร้อม,2020-02-18 03:25:06,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9542505762708908
Pee78092209,rich,"เป็นหน้าที่เหมาะสมที่สุด ของ ดร.บุ๋มนะครับ ขอให้ทำหน้าที่ใหม่อย่างเต็มที่ ใช้ความรู้ และประสบการณ์ นำความยุติธรรมให้สังคม ครับ
#รัฐบาลเตรียมพร้อม",2020-02-18 03:23:31,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9511651807968284
Pee78092209,rich,"งานนี้ต้องช่วยกัน เพราะเป็นหน้าที่ของทุกคนครับ ขอขอบคุณ จนท.ทุกท่านครับ
#รัฐบาลเตรียมพร้อม",2020-02-18 03:17:05,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.950838195502125
Pee78092209,rich,"นายกแนะว่าแก้หนี้ต้องร่วมมือกัน ไม่ใช่ร้องเรียนไปเรื่อย รัฐบาลจะไปชำระหนี้ให้ทุกคนคงไม่ได้ เพียงแต่หาทางชำระหนี้ให้ได้มากขึ้น และต้องทำให้ถูกวิธีการ
#รัฐบาลเตรียมพร้อม",2020-02-18 01:52:01,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9513121630810398
Pee78092209,rich,"ขอเป็นกำลังใจท่านนายก ทำหน้าที่ต่อไปครับ 
#รัฐบาลเตรียมพร้อม",2020-02-18 01:42:30,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9505634974095367
gundam20202,gundam2020,ต้องเข้าใจนะว่าคนเขาก็ต้องทำมาหากิน ทำตามหน้าที่ ตามที่นายสั่งมา บางทีเขาก็ปั่นๆ ไปงั้นแหละ ให้ได้ยอดตามเป้า #รู้ทันio #รัฐบาลเตรียมพร้อม #รัฐบาลเฮงซวย https://twitter.com/Fringer/status/1228176647011962882 …,2020-02-19 23:38:26,811,25,147,Universe,0,1209643323104776192,2019-12-24 17:13:00,64 days 06:47:00.000000000,64,1,0.58418024,1,0.5376660244935185
gundam20202,gundam2020,ต้องเข้าใจนะว่าคนเขาก็ต้องทำมาหากิน ทำตามหน้าที่ ตามที่นายสั่งมา บางทีเขาก็ปั่นๆ ไปงั้นแหละ ให้ได้ยอดตามเป้า #รู้ทันio #รัฐบาลเตรียมพร้อม #รัฐบาลเฮงซวย https://twitter.com/Fringer/status/1228176647011962882 …,2020-02-19 23:38:26,811,25,147,Universe,0,1209643323104776192,2019-12-24 17:13:00,64 days 06:47:00.000000000,64,1,0.58418024,1,0.5376660244935185
Pee78092209,rich,"ไม่มั่นใจ ไม่ต้องมา มาตรการควบคุม #ไวรัสโคโรนา ของประเทศไทย เยี่ยมสุดๆแล้ว
#รัฐบาลเตรียมพร้อม",2020-02-19 10:00:54,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9477279606718175
Pee78092209,rich,เหตุผลที่ทำกิจกรรมนี้เพื่ออะไร คิดว่าดีแล้วหรอ #รัฐบาลเตรียมพร้อม,2020-02-19 06:43:27,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.953862054400315
Pee78092209,rich,"ขอให้ทุกท่านเดินทางโดยสวัสดิภาพครับ งานนี้ต้องขอขอบคุณ จนท.ทุกท่าน ที่ปฎิบัติภารกิจได้เยี่ยมยอดครับ
 #รัฐบาลเตรียมพร้อม",2020-02-19 06:17:43,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9515311412343799
Pee78092209,rich,ดีใจกับทุกคนด้วยครับ #รัฐบาลเตรียมพร้อม,2020-02-19 06:13:07,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9531541873889047
Pee78092209,rich,เชื่อในคำพูดของท่านครับ เหตุการณ์นี้ไม่มีใคร อยากให้เกิดขึ้น #เดินหน้าประเทศไทย ต่อไปครับ #รัฐบาลเตรียมพร้อม,2020-02-19 06:02:27,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9515105611957381
Pee78092209,rich,อย่างที่ท่านได้บอก ว่าหยุดยาวไม่กระตุ้นเศรษฐกิจเท่าที่ควร และจะหยุดทำไม เพราะวันหยุดปกติก็เยอะอยู่แล้ว #รัฐบาลเตรียมพร้อม,2020-02-19 05:59:42,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9506254311163945
Pee78092209,rich,ไปอยู่ด้วยกัน หรือตามกลับมาให้ด้วย #รัฐบาลเตรียมพร้อม,2020-02-19 05:39:25,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.953189086717392
Pee78092209,rich,"ฉลาดตัวพ่อหรอครับ ประชาชนเค้ารู้กันหมดแล้ว อย่าเสี้ยมเลย
#รัฐบาลเตรียมพร้อม",2020-02-19 05:28:54,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9521047267358913
Pee78092209,rich,ตอบแบบพวกเกรียนหรอเนี่ย หาสาระไม่ได้เลย #รัฐบาลเตรียมพร้อม,2020-02-19 05:20:28,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9549354424666451
Pee78092209,rich,ข้อความหลังนี้แต่งขึ้นมาเพื่อ...จ้องแต่อคติตลอด #รัฐบาลเตรียมพร้อม,2020-02-19 05:15:22,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9548986709689335
Pee78092209,rich,"ท่านนายกบอกแล้วไง ว่าไม่เห็นด้วยที่จะหยุดเพิ่มเติม เพราะหยุดปกติก็มากพอแล้ว 
#รัฐบาลเตรียมพร้อม",2020-02-19 05:08:37,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9536465020635109
Pee78092209,rich,ท่านนายก คงไม่เกี่ยวหรอก ต้องไปถามท่านประธานสภาฯ นะครับงานนี้ #รัฐบาลเตรียมพร้อม,2020-02-19 05:04:25,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9527000264250352
Pee78092209,rich,#รัฐบาลเตรียมพร้อม แค่อยากให้คนในชาติ มีความรักความสามัคคี และปลุกใจให้เกิดความรักชาติ ไม่ชังชาติ จอบอ #เสพสื่ออย่างมีสติ,2020-02-19 04:57:18,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9472749997607582
Pee78092209,rich,ต้องใช้คนโง่มาตอบคำถามให้คนฉลาดหรือพวกเกรียนทั้งหลายได้คิด แล้วใครกันแน่ที่ฉลาดกว่า #รัฐบาลเตรียมพร้อม,2020-02-19 03:44:38,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9525843553290363
Kookik74803475,ส้มเองค่ะ,ประเทศไทยเอาอยู่ #รัฐบาลเตรียมพร้อม,2020-02-19 03:13:55,107,12,1318,-1,1,1214376883946573824,2020-01-06 18:43:00,51 days 05:17:00.000000000,51,1,0.8841855,1,0.9049948704296207
Pee78092209,rich,กฎที่มีไว้สำหรับคนที่ทำประโยชน์ให้ประเทศชาติไง #รัฐบาลเตรียมพร้อม,2020-02-19 03:01:04,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9535916111554
Pee78092209,rich,ทำประโยชน์ให้ประเทศ ควรอยู่ต่อครับ อย่าเอาความคิดของคนอื่นมาขัดขวางการทำงาน #รัฐบาลเตรียมพร้อม,2020-02-19 02:49:59,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9506337620172398
Pee78092209,rich,ควรเปลี่ยนกระบวนการคิดสะก่อนนะ หัดมองในเชิงบวกดูบ้าง อย่าเอาแต่อารมณ์ #รัฐบาลเตรียมพร้อม,2020-02-19 02:42:12,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9530963559605924
Pee78092209,rich,นี่แหละ #ปฎิรูปกองทัพ ต้องควบคุมสื่อ เพราะมีคนคิดแบบนี้ไง #รัฐบาลเตรียมพร้อม,2020-02-19 02:23:24,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9540866825606706
Pee78092209,rich,"ท่านทำถูกต้องแล้วครับ ผู้สูญเสียต้องได้รับการเยียวยา 
#รัฐบาลเตรียมพร้อม",2020-02-19 02:13:17,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9518646495886999
MUAY31859935,M T,"มาแล้วเจ้าพ่อมนสิทธิ์โพสต์เลขที่ซื้อหรือรับไม่ได้
 #หวย #หวยเด็ด #ตรวจหวย #รัฐบาลเตรียมพร้อม #รัฐบาลเตรียมพร้อม
…https://us-central1-thaishare-prod.cloudfunctions.net/app/dyjbuYWI0sKUX9jNOMPq?u=Ec4VsgX9ahamdzJHcR3EvVCSKlC2 …",2020-02-19 01:50:19,33,2,58,-1,0,1217770519778381824,2020-01-16 03:28:00,41 days 20:32:00.000000000,41,1,0.99728775,1,0.9667381218040635
MUAY31859935,M T,"ครูบำนาญถูกหวย 12 ล้านเพราะมีเด็กมาบอกให้ซื้อเลขท้าย
#หวย #หวยเด็ด #ตรวจหวย #รัฐบาลเตรียมพร้อม #คนดัง…https://us-central1-thaishare-prod.cloudfunctions.net/app/esGm6cXSv71jeb8QSv2r?u=Ec4VsgX9ahamdzJHcR3EvVCSKlC2 …",2020-02-19 01:48:43,33,2,58,-1,0,1217770519778381824,2020-01-16 03:28:00,41 days 20:32:00.000000000,41,1,0.99728775,1,0.9658088191987353
MUAY31859935,M T,"ซื้อหวยออนไลน์เว็บไหนดีมาดู 10 เว็บที่บริการดีที่สุดกัน
#หวย #หวยเด็ด #ตรวจหวย #รัฐบาลเตรียมพร้อม
#ของดีบอกต่อ…https://us-central1-thaishare-prod.cloudfunctions.net/app/YbXTSSvftPNMagqTYeI8?u=Ec4VsgX9ahamdzJHcR3EvVCSKlC2 …",2020-02-19 01:46:50,33,2,58,-1,0,1217770519778381824,2020-01-16 03:28:00,41 days 20:32:00.000000000,41,1,0.99728775,1,0.9648694055318559
Pee78092209,rich,เป็นมาตรการที่ดีเยี่ยม ในหน่วยทหารมีการคุมเข้ม #รัฐบาลเตรียมพร้อม https://twitter.com/Thairath_News/status/1229924094243676160 …,2020-02-19 01:43:31,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9716858592905675
Pee78092209,rich,"ยินดีที่คนไทยทั้งหมดได้กลับบ้านนะครับ 
#รัฐบาลเตรียมพร้อม https://twitter.com/Thairath_News/status/1229926219275218945 …",2020-02-19 01:40:38,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9707202209108252
Pee78092209,rich,"น่าจะโดน ม.112 นะเนี่ย 
#รัฐบาลเตรียมพร้อม",2020-02-17 15:43:16,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9548274274707289
Pee78092209,rich,"ปล่อยวางเรื่องเครียดๆ ก็ดีนะครับท่าน รักษาสุขภาพดีกว่า

#รัฐบาลเตรียมพร้อม",2020-02-17 14:56:33,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9514415743762579
Pee78092209,rich,จะรอดูนะ พวกเกรียนทั้งหลาย #รัฐบาลเตรียมพร้อม,2020-02-17 14:48:00,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9540587577618381
Pee78092209,rich,รมว.คมนาคม บอกว่าขณะนี้ เป็นเรื่องของการทดสอบ อย่าพึ่งแย้งครับ #รัฐบาลเตรียมพร้อม,2020-02-17 14:12:32,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9525276795579075
QLGZdtsratfV4U2,EkaluxX,"นายพลไงท่านไร้หนี้แน่นวล

ยืมเพื่อน ไม่ก็รอแดก เงินทอน

แก้ไขปัญหาประเทศแบบวัว รอแก้ตัวให้ตัวเองแบบควาย

เจริญและมึงประเทศ ไอสัส
#รัฐบาลเตรียมพร้อม พ่อง
#นายกโง่
#นายกเฮงซวย
#รัฐบาลเฮงซวย",2020-02-17 14:12:24,53,1,44,-1,1,1221932761935572992,2020-01-27 15:07:00,30 days 08:53:00.000000000,30,1,0.78836966,1,0.8070272103574321
Pee78092209,rich,"น่าจะโดน ม.112 นะเนี่ย 
#รัฐบาลเตรียมพร้อม",2020-02-17 15:43:16,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9548274274707289
Pee78092209,rich,"ปล่อยวางเรื่องเครียดๆ ก็ดีนะครับท่าน รักษาสุขภาพดีกว่า

#รัฐบาลเตรียมพร้อม",2020-02-17 14:56:33,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9514415743762579
Pee78092209,rich,จะรอดูนะ พวกเกรียนทั้งหลาย #รัฐบาลเตรียมพร้อม,2020-02-17 14:48:00,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9540587577618381
Pee78092209,rich,รมว.คมนาคม บอกว่าขณะนี้ เป็นเรื่องของการทดสอบ อย่าพึ่งแย้งครับ #รัฐบาลเตรียมพร้อม,2020-02-17 14:12:32,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9525276795579075
QLGZdtsratfV4U2,EkaluxX,"นายพลไงท่านไร้หนี้แน่นวล

ยืมเพื่อน ไม่ก็รอแดก เงินทอน

แก้ไขปัญหาประเทศแบบวัว รอแก้ตัวให้ตัวเองแบบควาย

เจริญและมึงประเทศ ไอสัส
#รัฐบาลเตรียมพร้อม พ่อง
#นายกโง่
#นายกเฮงซวย
#รัฐบาลเฮงซวย",2020-02-17 14:12:24,53,1,44,-1,1,1221932761935572992,2020-01-27 15:07:00,30 days 08:53:00.000000000,30,1,0.78836966,1,0.8070272103574321
Kanoon84768834,ABCD#Got7,เอาจริงรู้สึกว่าเหตุการณ์ประมานนี้มันจะเกิดขึ้นอีกและจะเยอะขึ้นเรื่อยๆ มันเหมือนคนเราพอถึงจุดที่หมดความอดทน มันก็ไม่เหลืออะไรแล้ว หดหู่แทนประเทศไทย #ผนงพรจตกม #RIPPrayuth #รัฐบาลเฮงซวย #รัฐบาลเตรียมพร้อม ประชาชนกำลังตายทั้งเป็น เพราะความเห็นแก่ตัวของ @prayutofficialhttps://twitter.com/redbamboo16/status/1229302376571396097 …,2020-02-17 07:39:43,32,4,506,-1,0,1205101892348473344,2019-12-12 04:28:00,76 days 19:32:00.000000000,76,1,0.9786128000000001,1,0.9564533884019848
Pee78092209,rich,"ขอชื่นชมผู้นำที่ดี พวกสลิ่มควรเอาเยี่ยงอย่าง 
#รัฐบาลเตรียมพร้อม",2020-02-17 07:23:49,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9526941738398198
Pee78092209,rich,ลองมาแงะดูสิครับ  #อย่าตื่นตระหนก #รัฐบาลเตรียมพร้อม,2020-02-17 05:09:34,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9504570891028288
Pee78092209,rich,"ผบ.ทบ.กำลังปฏิรูปกองทัพ ควรใช้วิจารณญาณ หน่อยนะครับ
#รัฐบาลเตรียมพร้อม",2020-02-17 04:53:01,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9534491570264414
Pee78092209,rich,#รัฐบาลเตรียมพร้อม คงเหลือแต่ผู้ทำคุณประโยชน์ให้ประเทศ ท่านสมควรได้อยู่ต่อ,2020-02-17 03:33:04,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9516847106247376
Pee78092209,rich,"จ้องจะทำลายอย่างเดียว พวกสลิ่ม
#รัฐบาลเตรียมพร้อม",2020-02-17 03:30:12,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9523517167032087
Pee78092209,rich,"ฉลาดสิ ที่ไล่คนอย่าง.... ไม่ทำคุณ ไม่สมควรอยู่ 
#รัฐบาลเตรียมพร้อม",2020-02-17 03:20:02,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9526722227868225
Pee78092209,rich,"ยังไงครับเจ๊ ทำคุณประโยชน์ให้ประเทศต้องได้อยู่ต่อสิครับ
#รัฐบาลเตรียมพร้อม",2020-02-17 02:59:59,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9502329885930768
Pee78092209,rich,ยังน่าเป็นห่วง แต่มาตรการของ สธ.เยี่ยมสุดๆ #รัฐบาลเตรียมพร้อม,2020-02-17 02:47:27,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9553072729555675
Pee78092209,rich,"มาตรการนี้สำคัญ ต้องคัดกรองอย่างละเอียด 
#รัฐบาลเตรียมพร้อม",2020-02-17 02:28:54,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9534154731835901
Pee78092209,rich,ให้เรียนรู้ประวัติศาสตร์ และความเป็นมา อย่าคิดเป็นอย่างอื่น #รัฐบาลเตรียมพร้อม,2020-02-17 02:26:12,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9492296426163661
Pee78092209,rich,ขอเป็นกำลังใจ จนท.ทุกนาย ที่ปฎิบัติงานกันอย่างเต็มที่ #รัฐบาลเตรียมพร้อม,2020-02-17 02:13:34,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9523318286986492
Pee78092209,rich,"ดูแลตัวเองด้วยการใส่หน้ากากอนามัย พร้อมกับล้างมือบ่อยๆ นะครับ
#รัฐบาลเตรียมพร้อม",2020-02-17 02:11:37,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9533131065786201
Pee78092209,rich,"คิดแต่เรื่องแบบนี้หรอ
#รัฐบาลเตรียมพร้อม",2020-02-17 02:02:06,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9542420377010848
Pee78092209,rich,"ต้องปฏิบัติงานได้ ในตำแหน่งที่ได้รับมอบหมายจากรัฐบาล ณ ปััจจุบัน 
#รัฐบาลเตรียมพร้อม",2020-02-17 01:59:45,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9521805124446671
Pee78092209,rich,ถึงเวลาก็ต้องไป #รัฐบาลเตรียมพร้อม https://twitter.com/teabhoky/status/1228696433651417093 …,2020-02-15 18:39:01,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9768721537262774
Pee78092209,rich,"ว่าแต่เขา อิเหนาเป็นเอง”
#รัฐบาลเตรียมพร้อม",2020-02-15 17:58:53,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9550356438738979
Dadaza19,Dadaza,"ลือเเม่จ่าคลั่งสุดช้ำใจหนัก ยังทำใจไม่ได้
#iPhone11
#รัฐบาลเตรียมพร้อม
#ยิงกราดที่โคราช
#KeepWalkinghttps://bit.ly/2SvIs1c ",2020-02-15 17:14:47,35,1,25,-1,1,1227950830545846272,2020-02-13 05:41:00,13 days 18:19:00.000000000,13,1,0.9861174000000001,1,0.9610127704638204
Pee78092209,rich,"คุณช่างกล้าพูดเนอะ 
#รัฐบาลเตรียมพร้อม",2020-02-15 16:54:48,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9556095136261568
Pee78092209,rich,"หัวร้อน
#รัฐบาลเตรียมพร้อม",2020-02-15 16:39:14,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9552728887889192
Pee78092209,rich,ถึงเวลาก็ต้องไป #รัฐบาลเตรียมพร้อม https://twitter.com/teabhoky/status/1228696433651417093 …,2020-02-15 18:39:01,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9768721537262774
